DW Review,product_id,review_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,review_word_count,review_response_days,review_positive_flag,DW Product,REVIEW_DETAIL_LEVEL
268,fe05ad488982d6de6373f13486d92d99,3279a7d666c135d654d1c1a395b34d20,5,,,2018-05-08 00:00:00,2018-05-10 16:05:00,0,2.6701388888905058,1,268,no text
269,fe038e16fec390e96e4d557ef433e280,3290358432db6915f973e6b11fa1460b,5,,Sempre compro e sempre recebo o produto certo no prazo ou antes do prazo,2018-03-03 00:00:00,2018-03-07 14:25:00,14,4.600694444445253,1,269,short review
270,fe02ad514379012c6a31b62741a3a9d4,32cba2bc8e4b8a57f2063c108e2d6693,3,,Comprei 02 só enviaram 01,2017-10-28 00:00:00,2017-10-29 20:31:00,5,1.8548611111109494,0,270,short review
271,fe01b643060a6446e59f58e3021e66b3,333d2974ee8afc60e0c501f21ed34b4c,4,,,2017-08-01 00:00:00,2017-08-03 20:51:00,0,2.868750000001455,1,271,no text
272,fdff6fbfaeefd11afe77be6f416e9c4e,3395e28d6009c3c18dd879ae600d91bc,1,,"Produto com defeito apresenta risco por não ser confiável, já eviei e-mail e efetuei ligações e sem retorno.",2017-11-30 00:00:00,2017-11-30 22:22:00,18,0.9319444444408873,0,272,long review
273,fdfe4f462b8972c3455163e3fa7653c6,33ae0ac195dde92b90e8151417fdbf4e,5,,,2017-09-29 00:00:00,2017-09-29 17:53:00,0,0.7451388888875954,1,273,no text
274,fdfb90feb49d2b41b8283a8ec6e95590,33b6658279f94a6490467dbc850e47a2,5,,,2018-05-01 00:00:00,2018-05-02 01:13:00,0,1.0506944444423425,1,274,no text
275,fdf9ec5852bb18d630e683e3c796972d,33dd28d996a4f17112cdacd7bbded8f8,5,,,2017-10-10 00:00:00,2017-10-12 22:43:00,0,2.946527777778101,1,275,no text
276,fdf648fe44c2e24e9857c8d4ad5a7028,341ccd0a62b82793121e9ebdd1eafaf9,1,,A targaryen não é de confiança não entregou a minha compra e colocou no rastreamento do pedido que foi entregue no dia 14/12/17 empresa falsa quero receber meus produtos que foram pagos com boleto bancari,2017-12-15 00:00:00,2017-12-20 07:55:00,35,5.329861111109494,0,276,long review
277,fdf37ff6a4ff39ac973343a01c1f91ef,346317f9aff540395fe46893611854f8,1,,Não funciona não faz sincronismo,2017-09-17 00:00:00,2017-09-18 23:39:00,5,1.9854166666700621,0,277,short review
278,fdeb34a9f03fea7c3937dd62d1d0287e,346eebaba2a75e74578be00d7094e0c9,3,,,2017-06-03 00:00:00,2017-06-07 21:31:00,0,4.896527777775191,0,278,no text
279,fde90f06296b26995fd0de6f16610d70,34b00aebc110240a17917edaee0349ce,5,,,2018-06-05 00:00:00,2018-06-06 17:25:00,0,1.7256944444452529,1,279,no text
280,fde84a599b4b96ce7eef9109caece04b,34e5d18f3bb64d586812f8f1d8b53097,4,,,2017-03-31 00:00:00,2017-04-01 23:43:00,0,1.9881944444423425,1,280,no text
281,fde7de6bf5508a0001da45dbe6c80b22,34f0227375e43333b0faf3f6f8e8c57c,4,,,2018-02-01 00:00:00,2018-02-04 12:32:00,0,3.522222222221899,1,281,no text
282,fde71f25e699ca0a2a83a6c3a249b816,352609f0f2d34ce5d3b8de817ee948d5,3,Não recebi o produto.,,2018-08-25 00:00:00,2018-08-25 20:53:00,0,0.8701388888875954,0,282,no text
283,fde4e97b75bd817d8c4aef8de39ed4d9,3528296df9092b7a7b88bd036e3f8a8e,5,produto show,super recomendo produto profissional de qualidade,2018-07-14 00:00:00,2018-07-17 14:28:00,6,3.602777777778101,1,283,short review
284,fde0eff565370716f3400d2bdf4e148a,355e3b3cd36a00e086a3b0d6554f38ab,5,,N/a,2017-10-07 00:00:00,2017-10-08 12:48:00,1,1.5333333333328483,1,284,short review
285,fddede0d4854d07dbb9bcf3b090697f3,35648f4fd4ee1e81974b75919da408f8,4,,,2018-08-15 00:00:00,2018-08-18 22:00:00,0,3.9166666666642413,1,285,no text
286,fddec93a56600e40327c7a9e66c98feb,3581da46127f3ddd55a8c645fb97109c,5,,,2018-02-17 00:00:00,2018-02-17 21:37:00,0,0.9006944444408873,1,286,no text
287,fdde5bfe43004cc06f12152870b951f4,35ae251380ed456cad351fdf80beeb88,5,,"só acho que poderia ter comprado mais cartuchos, mas não as fiz porque cada cartucho veio em um frete diferente, coisa que poderiam ser colocados em um único pacote, o que baratearia o frete.",2018-01-16 00:00:00,2018-01-17 02:55:00,34,1.1215277777810115,1,287,long review
288,fddc61a36e83f12b665d068c07411aa7,35f4091671dfa9d7b268f7349fc8d194,3,,,2018-07-26 00:00:00,2018-07-30 17:42:00,0,4.73750000000291,0,288,no text
289,fdd84aefb08c8f8225e0b8c97429d53b,35fabb1fcea11c86ba6dbe8280d8d0de,3,,,2017-11-04 00:00:00,2017-11-05 01:28:00,0,1.0611111111138598,0,289,no text
290,fdd7bd74464daed1af6c0b21d9c654d4,36282fdbf0292498bb3b69523970b9e2,5,Friso lateral onix,Otimo produto,2018-05-09 00:00:00,2018-05-10 09:07:00,2,1.3798611111124046,1,290,short review
291,fdd6cd13962a20732851bc7cefd37549,365e0b773665bb8d94cea6684162064a,5,,Bom,2017-01-27 00:00:00,2017-01-30 22:39:00,1,3.943749999998545,1,291,short review
292,fdd4f5e099d232bbd0d1fca8eab34172,369d4e59eab6f38a28c5033120180bdd,5,,,2017-06-22 00:00:00,2017-06-22 23:36:00,0,0.9833333333299379,1,292,no text
293,fdd209e106931a894807cb3a076e8752,36bbb1ae000efabd9bfe4e1923a159ff,4,,,2017-08-19 00:00:00,2017-08-20 04:23:00,0,1.1826388888875954,1,293,no text
294,fdd06e4d9669d1f11992a3973a0fdd7b,371a37ca26fc269601f5c60ba88f9535,1,Não entregou no tempo .,Sem pontualidade não da satisfação ao cliente.,2018-07-13 00:00:00,2018-07-13 17:20:00,7,0.7222222222189885,0,294,short review
295,fdcf45aa23bb8312ecc0027d6e1ef1c4,3732a0fef379bc411b481ca65c773fa4,3,,,2017-05-27 00:00:00,2017-05-31 00:37:00,0,4.025694444440887,0,295,no text
296,fdcd8c17805ad801a924cf11272a2834,373cbeecea8286a2b66c97b1b157ec46,1,Não chegou meu produto ,Péssimo,2018-08-15 00:00:00,2018-08-15 04:10:00,1,0.17361111110949423,0,296,short review
297,fdcd405125af2d9b2b7b6fa42950fd92,379257bd64668acb78bd8ec29dba040a,5,,,2017-09-09 00:00:00,2017-09-13 00:58:00,0,4.040277777778101,1,297,no text
298,fdc86b2fc0a185e4044ef057bb75a977,37cf238c78a9b1d3a26bf09a95cd4738,5,,,2017-12-30 00:00:00,2017-12-30 18:17:00,0,0.7618055555576575,1,298,no text
299,fdc7f0715c1b1ee11b31922f0b23c0b4,380884f53f113319198a99516da2ada4,4,recomendo,"otimo_x000D_
",2018-06-17 00:00:00,2018-06-19 19:48:00,1,2.8249999999970896,1,299,short review
300,fdc7b4c1ee3b0ba0c649a3147d039983,3814f35a6ebd64d27e2130f30ec05255,4,5,,2018-07-11 00:00:00,2018-07-11 16:47:00,0,0.6993055555576575,1,300,no text
301,fdc52cfa6830ea1f04bc31c0939b2357,3815af2bd11dc0be701156af0a9b03b0,5,,Gostei muito da agilidade na entrega,2017-05-05 00:00:00,2017-05-15 16:04:00,6,10.669444444443798,1,301,short review
302,fdc3af4045c7316cadde9fda3c335932,382d855ffdd4f5e66594dbfb1566e96f,5,10,Cada vez que compro mais fico satisfeita parabéns pela honestidade com seus clientes 👏👏👏👏?,2018-06-03 00:00:00,2018-06-04 00:38:00,14,1.0263888888875954,1,302,short review
303,fdc1340be043a0e6807741d687fc1cd4,38a985068dbfaad5fe55f9eb6b5e8651,5,,,2018-04-27 00:00:00,2018-04-27 21:49:00,0,0.9090277777795563,1,303,no text
304,fdc0fe1b7ae4cdf11202504eb045b0b9,38bcaf95057f842c3b64408733eaab1b,3,,Só recebi um produto. Consta que já recebi os dois. Não recebi a sapateira. ,2018-04-28 00:00:00,2018-04-29 01:11:00,14,1.0493055555562023,0,304,short review
305,fdbfd4cec6db6e89f22d9aa2c4839eed,38c98ef587322a45982db574240ce197,4,,,2018-05-26 00:00:00,2018-05-27 13:54:00,0,1.5791666666700621,1,305,no text
306,fdbf9f9491572857107621c9e0c5d59c,390d3ec71ebfc30fac16c7a8fe933657,5,,,2018-08-17 00:00:00,2018-08-18 16:45:00,0,1.6979166666642413,1,306,no text
307,fdbd77fe1773263558126c16e0b4b67c,3948b09f7c818e2d86c9a546758b2335,5,Super recomendo,"Vendedor confiável, produto ok e entrega antes do prazo.",2018-05-23 00:00:00,2018-05-24 03:00:00,9,1.125,1,307,short review
308,fdbcb10ffeacc2c174245c6d2c4c05ce,396ca63a1ddba5ae532c35316166b90f,5,,Entrega e qualidade do produto de acordo com o esperado.,2017-09-12 00:00:00,2017-09-13 00:32:00,10,1.0222222222218988,1,308,short review
309,fdba6f37e0258dbca54eb0ed8b293ae0,397f27a0d2936d02d3447864e0398414,3,,"ótima compra_x000D_
mas o frete nao compensa,pesa no orçamento._x000D_
devia ter frete grates_x000D_
",2017-10-20 00:00:00,2017-10-23 18:49:00,11,3.7840277777795563,0,309,short review
310,fdb86e192fdd20037175daab38af9656,398cf773080cc708bf3d03bc35513e92,5,,,2018-07-07 00:00:00,2018-07-10 17:31:00,0,3.7298611111109494,1,310,no text
311,fdb7db3bff9c924c80ae39b6cd2e82a7,399133d47ddc5f40df57c1ceba4e4540,5,,,2018-04-03 00:00:00,2018-04-03 23:39:00,0,0.9854166666700621,1,311,no text
312,fdb33d3471c9183b30cea8b7b34e4880,39a12e8a031627f7cd30908f475f43fb,4,,,2018-07-04 00:00:00,2018-07-04 20:04:00,0,0.836111111108039,1,312,no text
313,fdb30642264bf639de6968a1b8d72c63,39d9e0cd65655e7c8bc4f39a58a80e28,5,Ótima ,,2018-05-10 00:00:00,2018-05-13 19:56:00,0,3.8305555555562023,1,313,no text
314,fdb0400657b935e026dc0521ba81c3d2,3a336941a21a96535c9b70e3d28be499,5,EXCELENTE PRODUTO,Parabéns .Produto entregue bem antes do prazo.Atendeu às minhas necessidades.,2018-07-04 00:00:00,2018-07-04 22:24:00,10,0.9333333333343035,1,314,short review
315,fdaed9f1261debbac5fc4459dc4fad1c,3a3ae0e3f4a7d6b4d1cbdf1b1732e424,4,,,2017-05-24 00:00:00,2017-05-24 23:56:00,0,0.9972222222204437,1,315,no text
316,fdad129d8e902058f98862f23dcf6978,3a3ea86822a881a0e7c2245b37472eb9,5,,,2017-12-15 00:00:00,2017-12-15 21:51:00,0,0.9104166666656965,1,316,no text
317,fdad06d08341796c0a7975fcaaba7a2e,3a4b4f159d583123af8a0f5b1f46a436,3,,,2018-03-22 00:00:00,2018-03-22 21:54:00,0,0.9124999999985448,0,317,no text
318,fdac82e439dafa5f87a9547581532380,3a9cc3b90bc22af3b6edec6ac5e899c8,1,,"Boa noite , não gostei pois nunca conseguimos falar com vcs pelo telefone_x000D_
",2017-07-18 00:00:00,2017-07-22 01:41:00,13,4.070138888891961,0,318,short review
319,fdab4c1b0c356b42df5846952f5b47af,3b2d60e294fd05f9b84252474fe09c8a,5,Bom,Gostei muito,2018-07-11 00:00:00,2018-07-12 13:45:00,2,1.5729166666642413,1,319,short review
320,fda95fe26bc353f8a0cc05c8d109d453,3b52937c42afbe9534c6e77e1c40ba1d,4,,,2018-02-28 00:00:00,2018-03-01 02:05:00,0,1.0868055555547471,1,320,no text
321,fda8e9e4aa94f525fc48f6777ff040ea,3b89940a3308eeaf4097a1ab47158928,4,,,2018-05-22 00:00:00,2018-05-24 18:26:00,0,2.7680555555562023,1,321,no text
322,fda6e6a7a94613adeb9bc945a6dbcc10,3ba4306480ae86226634b10b023a1250,1,,"Nao foi entregue na minha casa , por isso nao gostei , nao tenho tempo de esta indo nos correios..",2017-11-07 00:00:00,2017-11-07 14:35:00,20,0.6076388888905058,0,322,long review
323,fda6a1e500285956c972ec2fe10f4923,3bc8c5b9110f1339fa79623faca2bfa1,5,,,2017-08-22 00:00:00,2017-08-22 15:46:00,0,0.6569444444467081,1,323,no text
324,fda36cbf21cf89adaae228f08c1e4121,3beac5d450c96b321a8e8b71394ececb,5,,Produto chegou rapidamente e conforme o anunciado.,2018-01-11 00:00:00,2018-01-12 20:51:00,7,1.8687500000014552,1,324,short review
325,fda2e10316a83bcf6ffa52fc891642f2,3becbcf552ae5d0522f407750cdeae0b,1,,meu mosquiteiro veio com dois furos na parte superior e pedir um mosquiteiro King porem nao veio Kiung e sim QUEEM,2017-09-19 00:00:00,2017-09-19 20:56:00,21,0.8722222222204437,0,325,long review
326,fda130b26c5b4ddabb0cec19a06abff7,3bf0ea69585fc6f58724858685a4fdde,5,,,2018-04-08 00:00:00,2018-04-10 20:10:00,0,2.8402777777810115,1,326,no text
327,fd9f8eff0fa910129e366594485e00dd,3c259188f146bfa6d24c42581f065e6f,5,,,2018-01-11 00:00:00,2018-01-12 03:24:00,0,1.1416666666700621,1,327,no text
328,fd9becacfcf0cebb9756687af69c716a,3c625d52413314975e47e144fbc3cb8e,5,,,2017-10-04 00:00:00,2017-10-05 18:02:00,0,1.7513888888861402,1,328,no text
329,fd9bc1610a48cabefb0ef59453f7ebeb,3cb733daf0cbc6a4c3bb5f733cddca7f,5,recomendo a todos.otima.,,2018-08-16 00:00:00,2018-08-16 20:41:00,0,0.8618055555562023,1,329,no text
330,fd979b0722a18a4fb9dfe333eefeead2,3cd81a2d8505f10a66b5d7b8c4570923,5,,,2018-08-18 00:00:00,2018-08-20 16:07:00,0,2.671527777776646,1,330,no text
331,fd97587c26811f6072bacce1484fbf65,3d503520eb17507d45dbf9880caaabb2,1,,,2018-04-19 00:00:00,2018-04-20 03:13:00,0,1.1340277777781012,0,331,no text
332,fd939dd54384f5681c327919e8f6a1b8,3d809e7b5db7b16f00e074bd7ceed315,2,,,2017-05-16 00:00:00,2017-05-19 01:25:00,0,3.0590277777810115,0,332,no text
333,fd92a7f41be98d0580faa2e6683b4ca0,3d94fd645cdaacc8c9f0dc0a2a1f5166,2,,boa,2017-03-21 00:00:00,2017-03-22 00:58:00,1,1.0402777777781012,0,333,short review
334,fd925ce72399e23cbc5d75e224fc2b57,3da28ed278dee769dd4d7d6b6d536773,2,,,2017-06-06 00:00:00,2017-06-07 18:25:00,0,1.7673611111094942,0,334,no text
335,fd9222f5293048868b832e5179fa3ec5,3db041dd46e9935752c691a2093799c2,1,,Produto não recomendo não ler em nenhum dispositivo,2018-04-27 00:00:00,2018-04-28 01:49:00,8,1.0756944444437977,0,335,short review
336,fd91e23b4465803725f329b39afe018a,3db86fd9183fa771f94b295ec2d04584,3,,"O produto veio sem nota fiscal, tive que solicitar pelo telefone.",2017-06-02 00:00:00,2017-06-05 12:21:00,11,3.514583333329938,0,336,short review
337,fd8a63e7365ea8b19f4ba50e07a89a06,3dc0777d97733a1d066f5b781e91577f,4,,,2018-03-29 00:00:00,2018-03-31 00:13:00,0,2.009027777778101,1,337,no text
338,fd8a5b9a8a79d7ba0739d69be5dc5aa1,3dd514ea6f6f78b2bec94ca3e8a41038,5,,,2018-07-04 00:00:00,2018-07-05 02:31:00,0,1.1048611111109494,1,338,no text
339,fd87595e4b416c50ca77899592f2bef3,3ddeab8903b5a44dc3fc4d34b3a476f3,5,,Exatamente o que eu precisava ,2017-07-20 00:00:00,2017-07-21 18:31:00,5,1.7715277777751908,1,339,short review
340,fd85f34d70edf41fbea6a3269d183e00,3e0449b3abd6563eef3fab99a2e5a9ec,5,,Parabéns 😤 pelo excelente atendimento de qualidade.,2017-03-09 00:00:00,2017-03-10 21:53:00,7,1.9118055555591127,1,340,short review
341,fd8427a5b8ddccc638a8861eed9aef64,3e6c4fc61dff0babb5fd4d370230a44d,4,,,2018-07-11 00:00:00,2018-07-11 17:41:00,0,0.7368055555562023,1,341,no text
342,fd7fd78fd3cbc1b0a6370a7909c0a629,3ec66627133a5ddca2ee88a81b95bb13,4,,,2017-10-17 00:00:00,2017-10-20 01:10:00,0,3.0486111111094942,1,342,no text
343,fd7d446e2582c5bbc8be63f9179e98ac,3ed2fb4d3cc7862bfa63bc388fe9435f,4,,,2018-08-11 00:00:00,2018-08-13 13:48:00,0,2.5749999999970896,1,343,no text
344,fd7d2e006bf144655148da8077bd8d4f,3f6d9482c57cdb5fc7012f7b9b5ed4c5,5,,OTIMA,2018-04-19 00:00:00,2018-04-22 12:25:00,1,3.5173611111094942,1,344,short review
345,fd78812672eb8dd819fad93951bdbe64,3f71ee62eb5acdc9b5121f6d99901583,5,perfeito!!,Muito satisfeito.,2018-05-01 00:00:00,2018-05-08 04:00:00,2,7.166666666664241,1,345,short review
346,fd76f22bf3648e0dd4295e593def7664,3f73914ab5fc1cd68ad6757c93644349,5,,Sempre compro na lannister.Pra mim é a melhor loja on-line,2018-03-14 00:00:00,2018-03-17 10:26:00,10,3.4347222222204437,1,346,short review
347,fd76a5a3907232c96615967475f8689f,3fad09fa54b5805911e6be87b7230e43,5,,,2017-09-23 00:00:00,2017-09-25 14:51:00,0,2.618750000001455,1,347,no text
348,fd6d9e3d204e6e693f4edd48ac33487e,3fb929ba2924ff0a47858efb007ceee1,5,otimo,entrega rapida,2018-08-07 00:00:00,2018-08-08 12:05:00,2,1.5034722222189885,1,348,short review
349,fd6c1e7562ca075a0c3e11cdc1158d82,3ff8285931cc9b54c9ad22ba78957f63,1,,Comprei dois produtos e recebi somente um. Mandei dois emails para a loja e não tive nenhum retorno. Estou insatisfeita.,2017-05-14 00:00:00,2017-05-19 10:38:00,20,5.443055555559113,0,349,long review
350,fd68051e3deccde23af3d77152129c5a,403fc87c877b6678fe666f0f0d2bbf05,4,,,2018-08-22 00:00:00,2018-08-22 14:33:00,0,0.6062499999970896,1,350,no text
351,fd60771c56d987cda1dc0169f4452e65,40b106fc4843b980b73307d279e18126,5,,,2017-12-07 00:00:00,2017-12-11 19:11:00,0,4.799305555556202,1,351,no text
352,fd5dd5fe13fcd7d1d4d6322e35c559f0,40d4f0f7a4a53b1998eb0a0bcfd637af,5,,,2017-08-04 00:00:00,2017-08-05 13:30:00,0,1.5625,1,352,no text
353,fd5c5a67cd369732c2ac20dbd574d1d4,413250ca031f857142bcbc3f27d14532,5,,,2018-07-07 00:00:00,2018-07-09 15:31:00,0,2.6465277777751908,1,353,no text
354,fd55ab8af788f6bba621cd37a8701889,4134c48913c1320324b96ec0f708df65,4,,,2018-01-25 00:00:00,2018-01-27 09:25:00,0,2.3923611111094942,1,354,no text
355,fd538a6af86a4b1b8546ec67d04a6323,4140f2b38a5447bb90d453256604d8a3,5,,,2018-07-11 00:00:00,2018-07-11 17:33:00,0,0.7312499999970896,1,355,no text
356,fd52a24b7fa473a6c7a62a5ee7579def,416618a6ae27f1e81d8394bf3c9b7e84,5,,Produto entregue antes do prazo em ótimo estado.,2018-01-27 00:00:00,2018-01-31 10:53:00,8,4.453472222223354,1,356,short review
357,fd5165e9ee553f6e1bc24e5103ceb50b,41926e45719f9b923357ea3bb222195f,5,,"Entrega muito rápida_x000D_
Parabéns",2017-08-29 00:00:00,2017-08-29 21:06:00,3,0.8791666666656965,1,357,short review
358,fd4b4443bc919df49bbcc062742b8f06,41b377e06cb52feb5630c3ce360cd8cd,1,,"Até agora nao recebi.Comprei este aparelho por questao de saude,portanto nao recomendo esta loja.",2017-09-30 00:00:00,2017-09-30 09:09:00,14,0.3812499999985448,0,358,short review
359,fd4a96848f84ddaabcdc5bdbf831a194,41dc992333f0dc85f5c97036521afca3,5,,,2017-09-14 00:00:00,2017-09-17 11:46:00,0,3.4902777777751908,1,359,no text
360,fd471a043ee8b8dd27f4086495e0724c,4276cb3d2b2519d9e1d714a9905c58e4,5,,,2018-06-13 00:00:00,2018-06-13 22:16:00,0,0.9277777777751908,1,360,no text
361,fd45ce2fbdcaa362dfb5d1a21e87a711,4292f07bf6cb46aa563a430e6d9cf10b,5,,"A entrega foi realizado muito antes do previsto. _x000D_
Bom produto...estou satisfeita",2018-04-20 00:00:00,2018-04-20 11:17:00,11,0.4701388888861402,1,361,short review
362,fd445af3bbca370905733a0bf87b89bd,42ae74a43661be8587b2e2db054179db,5,,Ótimo custo-benefício,2017-09-14 00:00:00,2017-09-15 14:15:00,2,1.59375,1,362,short review
363,fd440fd792fd8a4b681f1eb258c25445,42d7a05a8e13b315d10ffe3d674c3b31,4,,,2017-11-11 00:00:00,2017-11-14 00:02:00,0,3.00138888888614,1,363,no text
364,fd4269ef0b64a4ef82eb098107665158,42e7211f75bff509054a0322ea026087,5,,"otimo atendimento, tudo certo, entregue dentro do prazo.",2017-05-12 00:00:00,2017-05-16 20:57:00,8,4.872916666667152,1,364,short review
365,fd424396761d9e1609c5516b7d8ce17b,43310eef57e5f5f520cdb52f91b9876f,4,,muito boa e rapida e o produto veio em bom estado agora e mesmo fazer os testes!,2017-07-04 00:00:00,2017-07-05 11:31:00,17,1.4798611111109494,1,365,long review
366,fd40f3ef9c7fb9c550619a88af47a5de,43375ed8d561b2d0dec4486143cb871c,5,Recomendo,Relógio lindo entrega antes do prazo,2018-06-23 00:00:00,2018-06-24 13:46:00,6,1.5736111111109494,1,366,short review
367,fd3ceef50842d4449ec638256dcf2147,436f71c9cc0c1aab7f51dc0cd0820516,5,,"Satisfeito_x000D_
",2017-11-22 00:00:00,2017-11-22 14:45:00,1,0.6145833333357587,1,367,short review
368,fd3a4121e687a6b84e7af92606d5d718,43992f6d75ecc01ddd8c748b9362bc81,1,,o meu produto não chegou... segundo o rastreio está parado em Ribeirão Preto sp... ,2018-03-23 00:00:00,2018-03-23 23:21:00,14,0.9729166666656965,0,368,short review
369,fd37eb547d2c63b60bcefd68951ee54d,43d22e7ad4b610ad6eea390fb72b6a9d,4,,,2017-04-12 00:00:00,2017-04-17 10:49:00,0,5.450694444443798,1,369,no text
370,fd3449bd706d46a7196d18bbd38b32f4,43e5286eb9f62cabe4471ec1dff7142a,5,,,2017-11-04 00:00:00,2017-11-05 00:21:00,0,1.0145833333299379,1,370,no text
371,fd33cf682028dd12dea92f2ec002c6e7,440172797839e8335f3b6848623eeb8c,1,,,2017-12-20 00:00:00,2017-12-20 23:49:00,0,0.992361111108039,0,371,no text
372,fd29afd700b83ec4c34fe4a5b68fc23d,445853ac542bf47f57c21e253b1507c5,5,,,2017-08-25 00:00:00,2017-08-26 01:39:00,0,1.0687499999985448,1,372,no text
373,fd28b464cf1660a67606f7b48c8c38c6,446d019d219ea6d158fe9fb357c20e1f,5,,,2018-08-11 00:00:00,2018-08-12 06:21:00,0,1.2645833333299379,1,373,no text
374,fd25ab760bfbba13c198fa3b4f1a0cd3,44bb8c2ad3bb9c2bb3552a034eeffc4c,2,Bebedouro,Bom dia ... comprei um bebedouro vermelho metálico... é recebi um bebedouro Rosa... obs... meu cachorro é macho...,2018-05-08 00:00:00,2018-05-11 11:03:00,18,3.460416666668607,0,374,long review
375,fd220f6fd5a3f13ef9db07428f9c935d,44cdb9cb9c9f8d6bcea59e0b61b8df6a,5,,O produto chegou muito bem,2017-12-13 00:00:00,2017-12-16 19:33:00,5,3.8145833333328483,1,375,short review
376,fd2168a1a9661512d53cb23d6d23ee02,4564316d686dc211b70511906d579588,4,,"o produto chegou antes do prazo, e gostei bastante!! agora meu rapazinho de 3 aninhos vai aproveitar ao maximo!!",2017-08-02 00:00:00,2017-08-03 18:40:00,19,1.7777777777810115,1,376,long review
377,fd206f3c185fd47c22d6de48f25133fe,457d3e9951f4f059f364f622ff647bac,1,,,2017-12-24 00:00:00,2017-12-25 06:41:00,0,1.2784722222204437,0,377,no text
378,fd1eb7fd67e76cf3283618735a57cbcd,45a523faa4defdf60118a90301b8a23e,3,,,2017-10-27 00:00:00,2017-10-27 16:12:00,0,0.6750000000029104,0,378,no text
379,fd1e94b07608d8b4a74b0c81dd4fe10e,45d08e949b90534b88d78955c4aeb180,1,,Ótimo em TDS os aspectos,2018-01-25 00:00:00,2018-01-25 18:25:00,5,0.7673611111094942,0,379,short review
380,fd1d81ca3e323dfc0b3f48e0225e4bbf,45d1572f5bfca2707ae6748265f8169a,1,,Só recebemos 1 cartucho já abrimos reclamação no site e ainda não obtive resposta.,2018-04-13 00:00:00,2018-04-16 12:34:00,14,3.523611111108039,0,380,short review
381,fd1b303c073ff6cdf78c7ad4d25b5409,4656b8ed41c17f6be05e911e211ecd8f,3,recomendo,Comecei a usar agora ,2018-05-08 00:00:00,2018-05-10 13:57:00,4,2.5812500000029104,0,381,short review
382,fd1abebad3478dd37080b399656dbb7d,4677abdc2e2e59f87b19f57edd36c883,1,,,2017-04-20 00:00:00,2017-04-21 01:17:00,0,1.0534722222218988,0,382,no text
383,fd1976772549ed5b4aed965293122ac8,46abf3ea0b2710ad41390fdb79c32d84,5,,,2017-11-07 00:00:00,2017-11-10 20:07:00,0,3.8381944444408873,1,383,no text
384,fd18f2f8c3c6818f28fee7202d811830,46bfb3203befc211c0947d6081d17b73,5,,Ótimo produto. ,2017-09-20 00:00:00,2017-09-21 16:33:00,2,1.6895833333328483,1,384,short review
385,fd16d6944e49931ace2c99037c4d8868,46d55c27e1e3df429c64afc2392b2c6d,5,,,2018-08-08 00:00:00,2018-08-08 23:07:00,0,0.9631944444408873,1,385,no text
386,fd15dec337d57a332d25ec667eb5e859,46d8249ea59101c7288936c3e6f155d7,3,Entrega atrasou,A entrega foi dividida em duas. Não houve comunicado do loja. Cheguei a pensar que só haviam enviado parte do produto. ,2018-01-20 00:00:00,2018-05-15 00:45:00,21,115.03125,0,386,long review
387,fd1446e03cb63518fdc2d2e91f6208b2,46e9da729f7f714d0a3f814d95b902df,4,Bom,,2018-07-13 00:00:00,2018-07-14 02:42:00,0,1.1125000000029104,1,387,no text
388,fd12e3863702114b037de431a73ed139,479fa222f376edce817d980030a0f493,5,,,2018-08-21 00:00:00,2018-08-21 18:08:00,0,0.7555555555591127,1,388,no text
389,fd1061ebebbb9892c59897096066dec5,482c1386f06b3ce2df86cc705b98ca0d,5,,,2018-03-06 00:00:00,2018-03-07 12:44:00,0,1.530555555553292,1,389,no text
390,fd0f7402731790468090d7895cf61c0f,48453a13017656bf867e2c2ff88672d8,5,,,2018-04-05 00:00:00,2018-04-05 20:50:00,0,0.8680555555547471,1,390,no text
391,fd0e6b3e2ab6191b59d373995a5b747a,485d8767d19fdfb75652a75ffcc45955,3,,"Na propaganda está escrito Mixer elétrico e veio um portátil que eu tenho três que quebrou por isso eu queria um elétrico, vocês devem especificar melhor os produtos ",2017-10-31 00:00:00,2017-11-01 21:54:00,28,1.9124999999985448,0,391,long review
392,fd0dc040197a6ac42d115243a8cee1dc,487f8ff16eaf366dc7c01652202048c3,1,,"Chegou apenas uma peça, mas na nota e na garantia constam as duas joias.",2017-08-22 00:00:00,2017-08-22 23:45:00,14,0.9895833333357587,0,392,short review
393,fd0cabf47b122be0cbaaac86fc34b4a8,48869ca20e2ca762cd6bdd880c8ccae5,5,Recomendadíssimo,Fui surpreendido pela eficácia. Ótimo atentimento.,2018-07-05 00:00:00,2018-07-05 21:28:00,6,0.8944444444423425,1,393,short review
394,fd0c762860528d119344e1377b574fc5,4932c040a933b074cb346341a5797ba8,1,,Não gostei da qualidade do enchimento das almofadas,2018-04-03 00:00:00,2018-04-04 11:56:00,8,1.4972222222204437,0,394,short review
395,fd09697dea5aa0de13308b83c6e03f69,4940d39efaa50e020312724f6a6e5efa,5,super recomendo,produto de qualidade e eficiência na entrega. recebi muito antes do combinado. recomendo,2018-06-08 00:00:00,2018-06-08 20:47:00,13,0.8659722222218988,1,395,short review
