DW Includes,order_id,order_item_id,shipping_limit_date,price,freight_value,customer_unique_id,order_purchase_timestamp,order_delivered_customer_date,order_estimated_delivery_date,order_status,Total_Item_Amount,Customer_Age_At_Order,Order_Gap,DW Review,DW Customer,DW Product,DW Seller,ON_TIME,product_type,seller_state,repeat_customer
424,589cee057c9f85a83427878ae34dd47b,1,2017-11-21 03:35:00,299.0,10.29,40b5e9eed4db7f956359145971056f5d,2018-04-25 23:17:00,2018-05-10 19:48:00,2018-05-18,delivered,309.29,19,15.0,424,282,424,424,1,Pets,SP,1
425,58bdae413815114d8b8efa3df9cdf706,1,2017-10-22 23:03:00,126.99,18.14,3c9e98b59c61b1ccdba1108eca8c61d4,2017-05-07 16:22:00,2017-05-18 15:49:00,2017-05-29,delivered,145.13,19,11.0,425,108,425,425,1,Musical Instruments,SP,1
426,592f871804e88d1167c1532ebff9fb84,1,2017-12-12 15:14:00,49.89,8.72,3abdf4f27efce96f8573a88343a4084e,2018-02-11 10:16:00,2018-02-28 00:16:00,2018-03-12,delivered,58.61,46,17.0,426,253,426,426,1,Kitchen Products,GO,1
427,593820c7bb9aa1200abb7e6404b2143a,1,2018-01-15 21:12:00,8.0,11.85,490c854539b21598cfbbac518ca25788,2017-08-19 03:54:00,2017-08-28 20:29:00,2017-09-13,delivered,19.85,53,9.0,427,33,427,427,1,Jewelry,PR,1
428,5939f36dbe12649adeba478ae3c7e636,1,2018-06-04 13:10:00,84.0,10.9,7e0516b486e92ed3f3afdd6d1276cfbd,2017-11-07 23:39:00,2017-11-28 16:52:00,2017-11-30,delivered,94.9,23,21.0,428,10,428,428,1,Toys,GO,1
429,597bd074d7874048131c67581f0556d4,1,2018-07-04 00:30:00,78.0,15.85,24807abbbdb040003fa4c1f72b686431,2017-01-31 11:54:00,2017-02-08 22:29:00,2017-03-09,delivered,93.85,28,8.0,429,277,429,429,1,Accessories,RJ,1
430,597e3e3289138d6fe7f715fc4ea4d674,1,2018-08-20 00:15:00,229.99,35.37,e90a1b194724309bbaa6228c398d1748,2018-02-06 10:54:00,2018-02-14 17:03:00,2018-03-02,delivered,265.36,22,8.0,430,115,430,430,1,Sports,SP,1
431,59a102271eb92484cb4b57af66a13e02,1,2018-04-05 11:47:00,89.9,26.71,b228692e71b74a9931496bf59debce23,2018-05-16 13:11:00,2018-06-04 23:18:00,2018-06-08,delivered,116.61000000000001,19,19.0,431,338,431,431,1,Musical Instruments,SC,1
432,59eb76a0fd6569a54967456dad8142ef,1,2018-02-05 04:30:00,165.0,28.53,a1605a83a0e36258d7eb2da55bb5ff4c,2017-11-27 15:04:00,2017-12-07 15:52:00,2017-12-27,delivered,193.53,20,10.0,432,217,432,432,1,Furniture,SP,1
433,5a30c9fcc9470e8316518e56e1741d50,1,2017-06-11 21:55:00,199.0,20.12,3bccb476c538a32e63766769dcc37f03,2017-12-12 16:32:00,2017-12-28 16:37:00,2018-01-09,delivered,219.12,20,16.0,433,153,433,433,1,Bathroom,RJ,1
434,5a4761b64c03fa0c4663d7ebba05bc33,1,2017-10-03 14:07:00,79.9,28.96,392c8818b71b14227a7c701e7d54a3a1,2017-07-03 18:04:00,2017-07-21 15:33:00,2017-08-10,delivered,108.86000000000001,26,18.0,434,37,434,434,1,Appliances,SP,1
435,5a72b18541d7405e2725f184e99651fd,1,2017-12-21 19:10:00,122.99,9.06,52b088042a61c6a03ba2027a6dd929cc,2018-02-05 23:17:00,2018-02-23 18:52:00,2018-03-14,delivered,132.04999999999998,35,18.0,435,162,435,435,1,Kitchen Products,SP,1
436,5ad066b6e468fcd60b0d871bfa99112a,1,2017-02-25 08:19:00,139.9,15.15,d691abbc71f38f91d187deedeb200290,2018-01-22 15:06:00,2018-02-05 15:38:00,2018-02-23,delivered,155.05,19,14.0,436,309,436,436,1,Art,SC,1
437,5b21b46782ed9faaaa055f0c4eb0cac0,1,2017-07-25 07:32:00,27.99,8.72,38827a4b81c4d81cffaec1accef6572c,2017-11-30 18:23:00,2017-12-12 20:57:00,2018-01-04,delivered,36.71,24,12.0,437,121,437,437,1,Appliances,SP,1
438,5b5921eac7d583f6e674f87c9ff21664,1,2017-09-05 23:44:00,22.0,34.15,c225695275be1f228cece399a0093593,2018-04-14 13:22:00,2018-04-26 14:32:00,2018-05-10,delivered,56.15,21,12.0,438,274,438,438,1,Jewelry,RS,1
439,5bc4e94aef2841f392fb6fe7ceef69b6,1,2017-09-05 23:44:00,22.0,34.15,d3857f98166ef23ca95d44cbe9b1828c,2018-05-10 12:37:00,2018-05-22 17:22:00,2018-06-01,delivered,56.15,33,12.0,439,199,439,439,1,Pets,SP,1
440,5bd9862e9eb167d733096279f6b353ed,1,2017-09-05 23:44:00,22.0,34.15,e81d67dee583b417c53676f8926bd9cf,2017-10-03 08:05:00,2017-10-09 21:38:00,2017-10-30,delivered,56.15,41,6.0,440,152,440,440,1,Decor,SP,1
441,5c02bd0280dd1e668265d1500d2da8da,1,2017-09-05 23:44:00,22.0,34.15,45aba165580af1596b291956b7b7849c,2017-05-15 15:24:00,2017-06-26 00:00:00,2017-05-26,shipped,56.15,36,42.0,441,200,441,441,0,Sports,MG,0
442,5c11e238c0563cab5491de26eb68f99a,1,2017-03-30 19:25:00,42.0,14.12,e36a621e869b643b15983fa8085eb541,2018-03-03 18:44:00,2018-03-23 22:18:00,2018-03-22,delivered,56.12,18,20.0,442,35,442,442,0,Toys,SP,0
443,5c31daa6b8fe52296b49b6776c8d2749,1,2017-12-07 19:57:00,27.9,16.79,6ff1fffdc0177147be8352ef9c3d56ea,2017-10-26 08:35:00,2017-11-06 16:16:00,2017-11-09,delivered,44.69,25,11.0,443,327,443,443,1,Sports,SP,1
444,5c71e221fbfe172146d1ded47bf97fee,1,2018-04-11 15:15:00,279.9,20.65,e2fe0b1f9429fdd3215b47c2c115511d,2018-02-22 20:46:00,2018-03-02 22:36:00,2018-03-14,delivered,300.54999999999995,50,8.0,444,324,444,444,1,Gadgets,SP,1
445,5cbc29442f8eaafa46489e988fafa403,1,2018-07-13 17:10:00,14.9,15.23,40b5e9eed4db7f956359145971056f5d,2018-08-11 22:06:00,2018-08-16 21:38:00,2018-08-16,delivered,30.130000000000003,19,5.0,445,282,445,445,0,Makeup,SC,0
446,5ccd69da99dd59c9e1c847b22db149d1,1,2018-02-22 12:06:00,104.0,15.48,2a63862c48140ff3de7e30f323eedec6,2018-02-14 14:20:00,2018-02-16 20:09:00,2018-02-22,delivered,119.48,28,2.0,446,312,446,446,1,Kitchen Products,RS,1
447,5d4c85dc3fb9109333a5a7ef8fe717a4,1,2017-12-05 14:31:00,49.0,17.67,68652e69a77dec3f573ef0135541f6b5,2017-09-29 13:19:00,2017-10-11 20:37:00,2017-10-24,delivered,66.67,26,12.0,447,192,447,447,1,Accessories,SP,1
448,5d7ac6a387319785f60ff58860a82e7e,1,2017-12-05 14:31:00,49.0,17.67,da6c70612a3d7484427e8442ff96056c,2018-04-16 00:50:00,2018-04-18 22:31:00,2018-05-03,delivered,66.67,24,2.0,448,135,448,448,1,Jewelry,SP,1
449,5de467fc62321ccf52146c24a059da7b,1,2018-04-23 12:15:00,59.9,14.51,af575381e1a9712ced599c185ac3efb7,2017-07-15 13:49:00,2017-07-18 19:16:00,2017-07-28,delivered,74.41,28,3.0,449,344,449,449,1,Shoes,SP,1
450,5df92b927062b1c416d780b6efaf4032,1,2018-06-20 17:00:00,110.0,18.65,4e0e24ed6b791dca50eacced49d5e2d1,2018-04-25 20:30:00,2018-05-14 19:06:00,2018-05-24,delivered,128.65,51,19.0,450,222,450,450,1,Toys,SP,1
451,5e1c835de943927d56469fa225bca0fe,1,2018-06-13 20:31:00,79.0,18.43,86e5bace0b99ae394e73ee02a28fa10e,2017-02-01 22:26:00,2017-02-09 15:25:00,2017-02-28,delivered,97.43,35,8.0,451,272,451,451,1,Accessories,SP,1
452,5e823b29f4c615d58cdbfec5bdb2ee73,1,2018-02-15 17:35:00,39.9,14.1,10b960a4f2cfecc03e6c89b4b02ebab6,2017-04-23 09:15:00,2017-05-10 12:03:00,2017-05-19,delivered,54.0,19,17.0,452,202,452,452,1,Sports,SP,1
453,5ec0629d25d2736b943c5607137c5182,1,2017-10-30 00:14:00,249.0,13.24,bacd3fc37792ceefcb45e0e90c9ffe42,2018-06-23 12:14:00,2018-07-02 18:50:00,2018-07-17,delivered,262.24,27,9.0,453,83,453,453,1,Musical Instruments,SP,1
454,5f254e3f920139c2f5114e83781e6b91,1,2018-02-07 14:33:00,379.0,79.94,7af8bc059cb4c4c55038a142b99da13b,2018-01-21 19:27:00,2018-01-27 01:42:00,2018-02-07,delivered,458.94,31,6.0,454,215,454,454,1,Art,MG,1
455,5f79b5b0931d63f1a42989eb65b9da6e,1,2018-06-22 15:38:00,33.9,13.82,248ffe10d632bebe4f7267f1f44844c9,2017-11-14 16:08:00,2017-11-28 15:41:00,2017-12-04,delivered,47.72,23,14.0,455,1,455,455,1,Musical Instruments,RS,1
456,5f98eca70415773e1187c9309b38acda,1,2017-08-04 13:55:00,208.1,43.49,11a58793327e4f480717491484f4372a,2018-08-06 22:12:00,2018-08-14 17:56:00,2018-08-31,delivered,251.59,23,8.0,456,182,456,456,1,Appliances,SP,1
457,5fc2475da462df87150a6013f0879f5b,1,2017-05-02 17:42:00,593.36,98.13,e46d6bcd22d95a9d167d807372d08add,2017-05-07 12:10:00,2017-05-19 14:27:00,2017-05-31,delivered,691.49,27,12.0,457,284,457,457,1,Musical Instruments,SP,1
458,5fff1e31dcee73af47628c1a40edb24d,1,2018-03-20 09:35:00,52.5,19.34,6279364f420b1e08eb33a498db5fa6bc,2017-10-21 21:19:00,2017-10-30 09:12:00,2017-11-10,delivered,71.84,50,9.0,458,93,458,458,1,Kitchen Products,SP,1
459,604970dd9342c16efde4207c42f38f2d,1,2018-03-20 09:35:00,52.5,19.34,28e2041c0f17e12da80a0146305c9259,2017-06-11 20:50:00,2017-06-22 15:38:00,2017-07-07,delivered,71.84,21,11.0,459,96,459,459,1,Decor,SP,1
460,60535257c5bf7cd3e7cb86e1c824809e,1,2017-06-29 13:10:00,66.0,78.63,526807e2a25ea0db271efcc9fc646db1,2017-12-22 11:13:00,2018-01-08 19:32:00,2018-01-23,delivered,144.63,21,17.0,460,175,460,373,1,Bathroom,SP,1
461,605690e3394de4516b0c3646e06a9599,1,2017-09-28 18:26:00,127.48,16.81,be31ab006786747df81854035a1960f4,2017-11-07 21:02:00,2017-11-10 19:21:00,2017-11-21,delivered,144.29,21,3.0,461,298,461,374,1,Art,SC,1
462,60762802b48bb6d256d55b013d115013,1,2018-07-16 20:55:00,122.99,63.11,7af8bc059cb4c4c55038a142b99da13b,2016-10-04 14:49:00,2016-10-31 23:13:00,2016-11-24,delivered,186.1,31,27.0,462,215,462,375,1,Furniture,SP,1
463,609891a2ed5547ff8096ccb06022a826,1,2018-06-27 13:31:00,49.0,15.44,4c1cacfc081ddc8593a27c9d3c88be49,2017-11-02 00:52:00,2017-11-11 17:44:00,2017-11-23,delivered,64.44,26,9.0,463,231,463,376,1,Musical Instruments,SP,1
464,614c7adfc74985b5d111c1e38f0ad0cd,1,2018-06-27 13:31:00,49.0,15.44,9190d6ac7534e99da5edfd3aa43b29a6,2018-07-29 12:03:00,2018-08-07 21:56:00,2018-08-21,delivered,64.44,40,9.0,464,287,464,377,1,Home Design,MG,1
465,61988b318aaf57d18336c629bc42cf1b,1,2018-05-10 13:50:00,29.99,7.87,da6c70612a3d7484427e8442ff96056c,2018-03-29 16:17:00,2018-04-13 20:03:00,2018-04-19,delivered,37.86,24,15.0,465,135,465,378,1,Clothing,SP,1
466,61d0f8073b3d86c34c69845c9e0dfd54,1,2018-02-08 00:15:00,59.9,24.7,3c4abb94aa82c0be6a86af95be2ca5bf,2018-03-05 14:10:00,2018-03-15 23:08:00,2018-04-05,delivered,84.6,39,10.0,466,147,466,379,1,Kitchen Products,SP,1
467,61f7e7ef2c1d5d0d982e76485fd6bde1,1,2018-02-08 00:15:00,62.0,24.7,7d373e92dd3086b4c37e9868fc8999c1,2017-04-20 01:24:00,2017-05-09 08:52:00,2017-05-29,delivered,86.7,28,19.0,467,212,467,380,1,Art,SC,1
468,61fca91868781e2844bebf0ba3129950,1,2017-09-08 02:30:00,102.0,10.13,38a8b05798967480ac1ca6ce6c5cbd6a,2018-03-04 13:53:00,2018-03-12 14:05:00,2018-04-09,delivered,112.13,47,8.0,468,198,468,381,1,Gadgets,MG,1
469,6212219326faa53d27b3f4c41e98b997,1,2017-09-19 20:50:00,27.9,15.1,38a8b05798967480ac1ca6ce6c5cbd6a,2017-10-18 21:54:00,2017-10-24 17:10:00,2017-11-08,delivered,43.0,47,6.0,469,198,469,382,1,Makeup,SP,1
470,6224401eebe13e25d470d8d6a9ef225e,1,2017-04-27 05:10:00,196.0,11.98,ca7e51a36f9ace4d07d6548599785bab,2017-09-05 22:26:00,2017-09-12 14:29:00,2017-09-29,delivered,207.98,54,7.0,470,256,470,383,1,Home Design,RJ,1
471,628287e102c84327f95402d4670434d2,1,2017-09-06 04:31:00,389.0,22.63,4c1cacfc081ddc8593a27c9d3c88be49,2018-06-04 23:59:00,2018-06-16 10:32:00,2018-07-20,delivered,411.63,26,12.0,471,231,471,384,1,Kitchen Products,PR,1
472,62d1fe3b4b56a1fdd8b36c6337feb134,1,2017-07-07 19:25:00,119.99,16.47,a672e4e4af506e713c1b4373e038cabb,2017-07-20 18:13:00,2017-07-26 21:26:00,2017-08-02,delivered,136.45999999999998,20,6.0,472,285,472,385,1,Home Design,SP,1
473,62e975f28aa68109d68f92298a9327ac,1,2017-12-07 10:36:00,27.99,14.1,4dfa53e424b44b9dcb3965683078712d,2017-10-25 14:58:00,2017-11-08 20:49:00,2017-11-21,delivered,42.089999999999996,21,14.0,473,283,473,386,1,Shoes,AC,1
474,62f3b85438e9485d84c4940776f9ed67,1,2018-08-14 18:44:00,54.99,14.7,34502bdbecbd6a3b1dd162fe201556dd,2017-11-18 21:14:00,2017-12-02 16:05:00,2017-12-08,delivered,69.69,45,14.0,474,227,474,387,1,Home Design,PR,1
475,62fcfe5da58296dface200da2e196fcd,1,2018-01-26 14:54:00,88.9,16.06,77d6cd89498a8cd9762daa48e8e8b797,2017-05-19 14:12:00,2017-06-01 16:15:00,2017-06-12,delivered,104.96000000000001,24,13.0,475,172,475,388,1,Books,RJ,1
476,6333046a213dd2a7a2fa8909a8111bfb,1,2018-05-03 18:09:00,899.0,21.2,693343dbec3bbc6b1641ee705715a12f,2018-06-05 00:26:00,2018-06-21 00:02:00,2018-07-19,delivered,920.2,24,16.0,476,223,476,389,1,Clothing,SP,1
477,6337a3d6f20dcb1f58b07244dc92b759,1,2017-05-16 07:05:00,120.0,17.28,11a58793327e4f480717491484f4372a,2018-05-09 10:22:00,2018-05-14 20:27:00,2018-05-21,delivered,137.28,23,5.0,477,182,477,390,1,Clothing,SP,1
478,633bd8dd4d19125b69aeee2526f79779,1,2017-05-18 11:30:00,279.99,16.72,6aaa688f88ee9cc7f9b90d5f7cca7d84,2017-08-20 18:10:00,2017-08-31 18:27:00,2017-09-19,delivered,296.71000000000004,20,11.0,478,128,478,391,1,Accessories,SP,1
479,63566db60bbeb077e5d7c18411674b8b,1,2017-08-10 17:50:00,59.0,15.16,46dd28b3f7e33b789acf42d3093b7773,2018-08-06 13:44:00,2018-08-16 21:45:00,2018-09-06,delivered,74.16,19,10.0,479,190,479,392,1,Sports,SP,1
480,63d8235747e25f4b65895e91ff64d778,1,2018-03-29 11:55:00,243.37,53.83,b6d2145b6b5de5dcc494c151af5fdce9,2018-04-07 02:12:00,2018-04-20 21:04:00,2018-04-30,delivered,297.2,57,13.0,480,40,480,393,1,Jewelry,PR,1
481,63e2061a4407562cd451960ffcddf631,1,2017-07-26 22:05:00,249.48,16.5,5476fc5a4a6fd7f746b9e0461a585ec8,2017-06-20 23:49:00,2017-07-04 13:57:00,2017-07-12,delivered,265.98,53,14.0,481,191,481,394,1,Pets,SP,1
482,647255bbedcdf748e7496180374b0dfe,1,2018-03-16 19:48:00,35.0,19.32,6d55b4560e6c8ec28f8ba8099b442400,2018-02-28 12:44:00,2018-03-09 16:06:00,2018-03-23,delivered,54.32,45,9.0,482,90,482,395,1,Gadgets,SP,1
483,64a6930359fc275c86dcadea2086895c,1,2018-03-16 19:48:00,35.0,19.32,fd45ef982d27eb5aaa153990b7c8140b,2017-03-27 19:22:00,2017-04-07 14:25:00,2017-04-26,delivered,54.32,23,11.0,483,263,483,396,1,Kitchen Products,SP,1
484,650946d9a20196301619044e07d27c3a,1,2018-05-07 05:30:00,99.9,0.0,77e0a2e2281e2a533eb62268371a4bc6,2018-03-09 14:16:00,2018-03-28 00:00:00,2018-03-28,shipped,99.9,18,19.0,484,168,484,397,1,Clothing,SP,1
485,650e96bb8f069e30f346534aa42860a7,1,2018-04-12 17:50:00,14.99,8.29,16adfb3d3d55b81af6248041ba561882,2018-08-10 16:55:00,2018-08-14 17:26:00,2018-08-16,delivered,23.28,26,4.0,485,240,485,398,1,Furniture,SP,1
486,65af4ebf3a293127cb26f2ba77f96a02,1,2017-08-07 19:10:00,109.73,16.53,d691abbc71f38f91d187deedeb200290,2018-01-14 09:34:00,2018-01-19 03:03:00,2018-02-07,delivered,126.26,19,5.0,486,309,486,399,1,Makeup,SP,1
487,65d0aca2173738dac355de4ffe63e561,1,2018-02-15 13:50:00,9.0,14.1,56a9c159fffe93bdef88ffbf6e729712,2017-05-13 16:43:00,2017-05-19 07:17:00,2017-05-31,delivered,23.1,19,6.0,487,206,487,400,1,Shoes,SP,1
488,660aaf581bff579657fa00152ba11a7a,1,2018-04-13 11:55:00,239.0,19.25,75e750a6279d55f7137bb9e9bb8662cf,2018-04-15 18:09:00,2018-05-17 00:00:00,2018-05-07,shipped,258.25,27,32.0,488,343,488,401,0,Accessories,PR,0
489,665f27cd53c438276f8d03532bdaa047,1,2017-10-26 23:14:00,13.99,16.11,6a1250106d0de8395377553e4dd2b5fc,2018-04-03 17:16:00,2018-04-06 00:12:00,2018-04-19,delivered,30.1,39,3.0,489,243,489,402,1,Decor,SP,1
490,666361dc35f61cd6ac10ec287d682b88,1,2017-09-05 12:50:00,29.99,16.79,b6f424d6007b27912d37816a7d74ffaf,2018-05-01 18:56:00,2018-05-08 20:24:00,2018-05-23,delivered,46.78,27,7.0,490,118,490,193,1,Bathroom,SP,1
491,668e74f421624e48476682f5cbb48b3d,1,2018-05-14 00:30:00,189.99,27.41,6cc9821bbb49f3a6159c6bca3542f795,2018-03-04 11:34:00,2018-03-16 21:04:00,2018-04-06,delivered,217.4,50,12.0,491,237,491,194,1,Art,SC,1
492,66a112120b10c8ab5fa2e0b42f1c19d6,1,2018-02-07 17:52:00,55.0,15.83,bbdf651cbace0c9efc7fd3184235aa74,2018-07-19 11:52:00,2018-07-26 18:17:00,2018-08-09,delivered,70.83,59,7.0,492,171,492,195,1,Appliances,MG,1
493,66cbf9f31647802b60c0db44f2924ecb,1,2018-03-22 02:50:00,58.99,15.29,6dfec7f36b7045b17ff80348337f75dc,2018-05-12 22:07:00,2018-05-23 20:39:00,2018-06-05,delivered,74.28,28,11.0,493,291,493,196,1,Furniture,SP,1
494,670de6983a9948e0bd029dd7ea1210e0,1,2017-08-21 11:30:00,99.9,17.18,3cc4acd6cfe6acb5f129a560961f2ef6,2018-01-29 17:02:00,2018-02-07 21:08:00,2018-02-23,delivered,117.08000000000001,19,9.0,494,224,494,197,1,Makeup,SP,1
495,6716e00d152cf020155cb95a727f5bea,1,2018-08-06 02:50:00,25.99,5.31,b958f2e238f8179614d3cb86ad79c9a1,2017-12-23 18:34:00,2017-12-28 22:55:00,2018-01-17,delivered,31.299999999999997,46,5.0,495,266,495,198,1,Jewelry,SP,1
496,67348b916dece1709eda43da06e03fed,1,2018-08-06 02:50:00,25.99,9.57,feaa8891b941fef98112c26ef7c19cee,2017-07-05 10:50:00,2017-07-17 18:17:00,2017-08-03,delivered,35.56,19,12.0,496,250,496,199,1,Kitchen Products,SP,1
497,676853ed85e0232da3407712d84ce83a,1,2018-07-09 23:20:00,107.9,18.56,2d6f0bccd75dcbf570a1afe61eeb03a1,2017-09-15 22:24:00,2017-09-27 18:35:00,2017-10-04,delivered,126.46000000000001,21,12.0,497,238,497,200,1,Kitchen Products,SP,1
498,67a41e5f40c8ee15e8d00b64b363dfd0,1,2018-05-03 03:55:00,53.9,33.93,f794c59a46dc4872d97d173c1b51525a,2018-07-09 14:29:00,2018-08-06 12:42:00,2018-07-30,delivered,87.83,26,28.0,498,136,498,201,0,Gadgets,SC,0
499,67c98a67dc2ac210412c20b401357163,1,2018-05-03 03:55:00,53.9,33.93,d74dfc7a1504f45d7880c12e7f8fe142,2017-06-23 13:29:00,2017-06-30 15:57:00,2017-07-06,delivered,87.83,32,7.0,499,219,499,202,1,Toys,SC,1
500,67f9754feffe51587eed05ba198d21b0,1,2018-02-14 16:31:00,49.9,12.48,7ad12bd39f33737cb4f634c8c44af118,2018-06-30 11:49:00,2018-07-11 21:03:00,2018-07-18,delivered,62.379999999999995,18,11.0,500,110,500,203,1,Clothing,SP,1
501,684e1a86f45edfeeec53b6e903bcf15c,1,2017-05-18 14:15:00,185.81,17.06,9e5f9798a71d8f5ec3020a5500d70430,2017-07-02 13:51:00,2017-07-17 17:31:00,2017-07-25,delivered,202.87,27,15.0,501,105,501,204,1,Sports,PB,1
502,6898cc2e6f6ad8fcdc27ed4bdfb554f1,1,2018-01-29 11:56:00,501.9,17.26,07af1aef7bf4d17ec7f0f166e9025fc9,2017-11-29 10:25:00,2017-12-15 22:12:00,2017-12-28,delivered,519.16,23,16.0,502,174,502,205,1,Makeup,SP,1
503,68cdf590f3c9a85b82b7bcb54874753e,1,2018-03-08 19:15:00,97.9,16.94,e8085241eb1297eaa9bfa9453ea0b1ca,2018-04-19 17:28:00,2018-04-26 18:54:00,2018-05-18,delivered,114.84,51,7.0,503,204,503,206,1,Shoes,MG,1
504,68fb895df51e234a55fbf5c30c873fd2,1,2018-08-28 03:15:00,76.0,18.83,6279364f420b1e08eb33a498db5fa6bc,2018-04-19 11:58:00,2018-04-25 13:33:00,2018-05-14,delivered,94.83,50,6.0,504,93,504,207,1,Sports,SP,1
505,692e7d25750bbb62e2dff64355fe3146,1,2017-02-02 22:02:00,15.32,18.0,2666a61d9b5755651665549f80bb3450,2017-09-21 14:54:00,2017-10-02 12:37:00,2017-10-20,delivered,33.32,20,11.0,505,149,505,208,1,Musical Instruments,SP,1
506,692fd4925e0a7e3c946566b4626f0f75,1,2017-09-21 18:35:00,45.9,12.65,6b1070bfaad94d225e6cab57b47e2326,2018-06-10 14:25:00,2018-06-18 11:05:00,2018-07-11,delivered,58.55,18,8.0,506,163,506,209,1,Pets,SP,1
507,693c482b69198a2297a3b61befcd3890,1,2017-09-21 18:35:00,45.9,12.71,63df52c362d4b7183bb6a463452a8183,2018-04-01 21:14:00,2018-04-10 20:08:00,2018-04-19,delivered,58.61,18,9.0,507,239,507,210,1,Appliances,GO,1
508,699c772093df6cd7b0a73ddac5132a93,1,2017-09-21 18:35:00,45.9,12.71,be062ffc58427d6c959180b68a67471d,2018-08-03 12:53:00,2018-08-10 19:52:00,2018-08-20,delivered,58.61,35,7.0,508,160,508,211,1,Clothing,SP,1
509,6a5c924707872ba699631777212bc781,1,2018-05-09 21:30:00,53.9,0.0,5f9d0a2d1cbdc542a46b46a8b3511701,2017-12-29 22:26:00,2018-01-15 21:42:00,2018-01-29,delivered,53.9,40,17.0,509,333,509,212,1,Art,RJ,1
510,6a713ce5b2cfc769104c39775b662625,1,2018-05-09 21:30:00,53.9,0.0,859a9b67726d9c9306eb28b8938c59a0,2018-04-25 08:01:00,2018-05-03 19:06:00,2018-05-18,delivered,53.9,22,8.0,510,296,510,213,1,Books,SP,1
511,6a756c298a96106ab0907b1b1df28e31,1,2017-11-30 17:15:00,21.99,15.1,8bf1dc98223704657288b7653abab62b,2017-04-17 11:34:00,2017-04-27 14:46:00,2017-05-08,delivered,37.089999999999996,26,10.0,511,235,511,214,1,Sports,SP,1
512,6aedb9d0c7138abf29b31866635b4c69,1,2017-10-25 21:27:00,83.9,28.99,b33573ec19214ad9a1bc30a97938e450,2018-06-27 20:35:00,2018-07-24 18:03:00,2018-07-30,delivered,112.89,18,27.0,512,141,512,215,1,Clothing,RS,1
513,6afd8b64eabf9544f371b79bc6569bce,1,2018-04-10 14:30:00,49.99,8.88,9dfcc502727549f99c9f73dbd28b35e9,2018-04-14 14:48:00,2018-04-21 15:22:00,2018-05-03,delivered,58.870000000000005,23,7.0,513,107,513,216,1,Kitchen Products,SP,1
514,6ba0683fc45576a6050dfba5f9c41bb1,1,2018-02-07 23:51:00,50.0,15.1,96e147852028a3ce1d25c86f03032023,2018-06-27 17:38:00,2018-07-03 07:41:00,2018-07-31,delivered,65.1,29,6.0,514,100,514,217,1,Bathroom,PB,1
515,6bf735a4c4886608f57fda916dfa6225,1,2018-05-10 03:10:00,61.2,11.15,589621a1ce8b9302b75d6920dfd7dd01,2018-01-10 17:01:00,2018-01-31 19:06:00,2018-02-07,delivered,72.35000000000001,25,21.0,515,49,515,218,1,Bathroom,RS,1
516,6c0356ab340ffa364f50daabfc65f1fa,1,2017-11-09 00:50:00,81.9,15.32,248ffe10d632bebe4f7267f1f44844c9,2017-08-11 15:30:00,2017-08-22 19:37:00,2017-09-04,delivered,97.22,23,11.0,516,1,516,219,1,Appliances,RJ,1
517,6c0baa799dd3fa60c906590be84b0273,1,2017-10-13 09:49:00,79.9,12.9,5608c8ba4ec9e036b755a199c5fd51ef,2018-03-26 22:41:00,2018-04-09 16:48:00,2018-04-19,delivered,92.80000000000001,19,14.0,517,280,517,220,1,Pets,SC,1
518,6c41509ceedbdcbff1e2b9aff7e2dc16,1,2017-05-22 15:50:00,27.99,14.08,431af5c5638973ed6e431618f318a0a2,2018-01-09 20:22:00,2018-01-26 18:55:00,2018-02-07,delivered,42.07,26,17.0,518,77,518,221,1,Appliances,SP,1
519,6c71ff58759ad54f8b55ea6414020495,1,2017-05-11 22:35:00,1820.0,81.62,35757a3cfd70b9aeab443c4dc1d8ad30,2018-04-07 22:21:00,2018-04-13 18:31:00,2018-04-25,delivered,1901.62,18,6.0,519,209,519,222,1,Makeup,SP,1
520,6cc170c0199d6d09ed3ae398bbfe01af,1,2017-04-03 15:25:00,15.99,14.52,0301e2b22f44b5a060987ecf49f8ada8,2018-07-23 14:33:00,2018-08-02 21:44:00,2018-08-20,delivered,30.509999999999998,54,10.0,520,123,520,223,1,Appliances,RJ,1
521,6d482de66fa3ace9fc873ae40f19c4a6,1,2018-02-20 11:55:00,240.0,14.7,a6da63180c0d5fdbf5834fb3d3a8dc72,2018-07-20 19:40:00,2018-07-30 18:16:00,2018-07-31,delivered,254.7,19,10.0,521,185,521,224,1,Pets,SP,1
522,6da61def5ee2d55fc6b9dfbc43efca0b,1,2017-11-01 03:08:00,89.99,38.47,19cb50ca8ff9afe19ce39c5d9562f3bd,2018-03-14 13:28:00,2018-04-12 12:51:00,2018-04-13,delivered,128.45999999999998,21,29.0,522,170,522,225,1,Sports,SP,1
523,6e0a631dd4ced6d6f1bb087e0f9a648b,1,2017-03-19 23:23:00,399.9,13.41,d3857f98166ef23ca95d44cbe9b1828c,2018-05-04 12:50:00,2018-05-10 18:58:00,2018-05-22,delivered,413.31,33,6.0,523,199,523,226,1,Accessories,SC,1
524,6e3083ad9ca7d53cf66f1cd74bb3d67d,1,2017-11-21 17:08:00,89.9,17.88,f794c59a46dc4872d97d173c1b51525a,2018-03-29 09:09:00,2018-05-08 13:44:00,2018-04-25,delivered,107.78,26,40.0,524,136,524,227,0,Furniture,SP,0
